time,price,rating
93,569.0,0.0
391,410.0,0.0
114,233.0,5.0
115,569.0,0.0
100,323.0,5.0
96,266.0,0.0
381,703.0,0.0
246,664.0,0.0
184,445.0,0.0
11,338.0,0.0
638,1382.0,0.0
57,166.0,0.0
11,105.0,0.0
445,656.0,5.0
322,586.0,5.0
29,422.0,0.0
419,586.0,0.0
196,754.0,5.0
159,492.0,5.0
104,234.0,0.0
56,164.0,0.0
49,164.0,0.0
65,468.0,0.0
10,38.0,0.0
12,38.0,0.0
65,529.0,0.0
36,32.0,0.0
9,38.0,0.0
7,189.0,0.0
7,38.0,0.0
305,233.0,0.0
373,904.0,0.0
274,754.0,4.0
74,410.0,0.0
173,305.0,5.0
75,258.0,5.0
162,305.0,4.5
219,609.0,4.5
356,1328.0,0.0
196,305.0,5.0
164,234.0,5.0
26,615.0,4.5
60,258.0,4.5
156,305.0,4.5
129,585.0,0.0
76,187.0,5.0
271,726.0,4.5
607,645.0,4.5
179,305.0,5.0
6,151.0,0.0
148,569.0,0.0
143,569.0,0.0
18,115.0,0.0
4,149.0,0.0
3,149.0,0.0
5,149.0,0.0
2,149.0,0.0
6,149.0,0.0
18,263.0,0.0
8,187.0,0.0
422,307.0,0.0
7,32.0,0.0
14,32.0,0.0
61,65.0,0.0
16,116.0,0.0
6,187.0,0.0
7,187.0,0.0
168,305.0,0.0
91,225.0,0.0
36,225.0,0.0
931,959.0,0.0
10,76.0,0.0
20,115.0,0.0
144,367.0,0.0
225,192.0,0.0
310,469.0,0.0
27,115.0,0.0
25,115.0,0.0
32,115.0,0.0
134,166.0,0.0
34,115.0,0.0
11,76.0,0.0
475,166.0,0.0
149,192.0,0.0
33,452.0,0.0
36,38.0,0.0
365,233.0,0.0
447,645.0,0.0
11,36.0,0.0
6,38.0,0.0
17,265.0,0.0
247,653.0,0.0
405,367.0,0.0
25,38.0,0.0
145,192.0,0.0
162,192.0,0.0
34,38.0,0.0
169,192.0,0.0
536,820.0,0.0
508,515.0,0.0
178,227.0,0.0
22,233.0,0.0
496,410.0,0.0
266,351.0,0.0
581,500.0,0.0
578,820.0,0.0
153,445.0,0.0
176,445.0,0.0
112,569.0,0.0
576,683.0,5.0
164,333.0,0.0
47,258.0,5.0
433,615.0,4.0
277,410.0,0.0
539,1005.0,0.0
172,445.0,0.0
377,703.0,0.0
103,234.0,0.0
594,445.0,0.0
341,323.0,0.0
491,586.0,5.0
396,569.0,0.0
259,1005.0,4.0
377,615.0,0.0
592,615.0,0.0
567,615.0,5.0
19,38.0,0.0
492,410.0,0.0
221,305.0,5.0
11,323.0,0.0
240,468.0,5.0
506,645.0,4.5
180,305.0,4.5
305,492.0,4.5
96,323.0,5.0
285,469.0,5.0
378,569.0,5.0
46,164.0,0.0
45,164.0,4.0
211,501.0,0.0
444,322.0,4.5
199,305.0,4.5
590,656.0,5.0
208,615.0,0.0
41,301.0,5.0
291,468.0,0.0
47,164.0,0.0
537,615.0,0.0
27,284.0,5.0
19,200.0,4.0
416,1005.0,4.5
428,469.0,5.0
48,164.0,0.0
225,615.0,0.0
83,258.0,4.0
302,615.0,5.0
133,585.0,5.0
161,305.0,5.0
5,93.0,0.0
94,397.0,0.0
309,305.0,0.0
176,305.0,4.5
482,225.0,0.0
63,65.0,0.0
317,501.0,0.0
56,76.0,0.0
44,76.0,0.0
29,76.0,0.0
51,76.0,0.0
109,233.0,0.0
165,469.0,0.0
389,703.0,0.0
45,99.0,0.0
41,166.0,0.0
593,502.0,0.0
414,99.0,0.0
98,267.0,0.0
63,384.0,0.0
55,233.0,0.0
71,384.0,0.0
60,65.0,0.0
285,268.0,0.0
392,307.0,0.0
461,307.0,0.0
286,268.0,0.0
157,166.0,0.0
185,200.0,0.0
6,32.0,0.0
199,153.0,0.0
155,166.0,0.0
64,65.0,0.0
50,99.0,0.0
5,32.0,0.0
244,200.0,0.0
268,469.0,0.0
320,493.0,0.0
69,65.0,0.0
179,267.0,0.0
34,99.0,0.0
350,703.0,0.0
443,733.0,0.0
118,573.0,0.0
14,65.0,0.0
188,434.0,0.0
142,228.0,0.0
385,703.0,0.0
284,263.0,0.0
101,531.0,0.0
182,600.0,0.0
126,300.0,0.0
137,384.0,0.0
4,32.0,0.0
101,99.0,0.0
186,166.0,0.0
49,65.0,0.0
366,384.0,0.0
433,535.0,0.0
440,968.0,0.0
205,854.0,0.0
9,384.0,0.0
3,384.0,0.0
571,569.0,0.0
93,99.0,0.0
300,99.0,0.0
46,132.0,0.0
77,166.0,0.0
133,166.0,0.0
77,233.0,0.0
697,468.0,0.0
150,166.0,0.0
272,166.0,0.0
141,99.0,0.0
440,200.0,0.0
1014,468.0,0.0
140,367.0,0.0
398,334.0,0.0
182,445.0,0.0
341,656.0,0.0
250,401.0,0.0
101,267.0,0.0
373,866.0,0.0
167,192.0,0.0
127,192.0,0.0
61,445.0,0.0
333,703.0,0.0
529,1256.0,0.0
242,398.0,0.0
10,32.0,0.0
124,334.0,0.0
73,500.0,0.0
71,500.0,0.0
68,500.0,0.0
207,398.0,0.0
551,323.0,0.0
187,586.0,0.0
203,492.0,0.0
407,1005.0,0.0
60,402.0,0.0
224,754.0,0.0
230,420.0,0.0
430,586.0,0.0
450,575.0,5.0
80,233.0,0.0
39,38.0,0.0
37,38.0,0.0
41,76.0,0.0
327,233.0,0.0
192,434.0,0.0
21,384.0,0.0
20,384.0,0.0
59,258.0,5.0
270,417.0,4.5
311,468.0,4.5
55,754.0,0.0
34,32.0,0.0
23,38.0,0.0
26,32.0,0.0
310,266.0,0.0
13,65.0,0.0
12,65.0,0.0
35,38.0,0.0
49,115.0,0.0
102,38.0,0.0
294,225.0,0.0
146,153.0,0.0
251,190.0,0.0
298,225.0,0.0
232,268.0,0.0
50,76.0,0.0
38,32.0,0.0
64,493.0,0.0
345,434.0,0.0
304,569.0,0.0
215,569.0,0.0
687,1382.0,0.0
26,251.0,0.0
155,335.0,0.0
229,656.0,0.0
254,500.0,0.0
419,569.0,5.0
286,265.0,5.0
192,305.0,4.5
503,656.0,4.5
96,266.0,5.0
161,797.0,5.0
472,586.0,5.0
219,305.0,5.0
70,258.0,5.0
38,38.0,0.0
40,38.0,0.0
977,267.0,0.0
151,417.0,0.0
416,99.0,0.0
400,99.0,0.0
123,99.0,0.0
155,379.0,0.0
158,379.0,0.0
464,733.0,0.0
33,166.0,0.0
170,367.0,0.0
108,267.0,0.0
82,233.0,0.0
109,267.0,0.0
333,401.0,0.0
122,797.0,0.0
158,719.0,0.0
93,1172.0,0.0
158,300.0,0.0
5,112.0,0.0
36,490.0,0.0
4,112.0,0.0
4,384.0,0.0
115,233.0,0.0
55,115.0,0.0
664,334.0,0.0
350,367.0,0.0
85,267.0,0.0
38,47.0,0.0
533,569.0,0.0
61,233.0,0.0
44,166.0,0.0
329,478.0,0.0
60,679.0,0.0
12,263.0,0.0
13,263.0,0.0
11,263.0,0.0
8,112.0,0.0
338,600.0,0.0
63,233.0,0.0
9,187.0,0.0
81,573.0,0.0
228,626.0,0.0
66,301.0,0.0
356,468.0,0.0
358,468.0,0.0
22,263.0,0.0
19,263.0,0.0
28,263.0,0.0
7,263.0,0.0
297,268.0,0.0
148,192.0,0.0
566,568.0,0.0
673,568.0,0.0
696,568.0,0.0
864,873.0,0.0
427,307.0,0.0
433,234.0,0.0
65,267.0,0.0
531,535.0,0.0
81,233.0,0.0
49,233.0,0.0
110,323.0,0.0
242,281.0,0.0
34,100.0,0.0
15,263.0,0.0
57,76.0,0.0
64,38.0,0.0
136,615.0,0.0
373,903.0,0.0
154,379.0,0.0
102,100.0,0.0
371,531.0,0.0
580,568.0,0.0
351,531.0,0.0
238,334.0,0.0
214,267.0,0.0
16,100.0,0.0
138,192.0,0.0
142,192.0,0.0
61,115.0,0.0
436,410.0,0.0
266,575.0,0.0
157,233.0,0.0
425,615.0,0.0
634,721.0,0.0
366,903.0,0.0
175,192.0,0.0
171,268.0,0.0
175,268.0,0.0
324,493.0,0.0
81,493.0,0.0
125,656.0,0.0
315,664.0,0.0
331,569.0,0.0
479,568.0,0.0
82,240.0,0.0
441,323.0,0.0
17,378.0,0.0
35,82.0,0.0
12,191.0,0.0
155,1172.0,0.0
148,1172.0,0.0
145,1172.0,0.0
64,267.0,0.0
16,38.0,0.0
14,38.0,0.0
177,192.0,0.0
154,192.0,0.0
171,192.0,0.0
185,230.0,0.0
189,230.0,0.0
562,307.0,0.0
5,38.0,0.0
113,153.0,0.0
59,115.0,0.0
64,115.0,0.0
65,115.0,0.0
54,115.0,0.0
348,575.0,0.0
255,367.0,0.0
78,233.0,0.0
173,233.0,0.0
182,233.0,0.0
98,233.0,0.0
336,334.0,0.0
137,300.0,0.0
388,468.0,0.0
103,267.0,0.0
59,338.0,0.0
134,1172.0,0.0
234,531.0,0.0
229,664.0,0.0
349,664.0,0.0
79,664.0,0.0
227,664.0,0.0
413,797.0,0.0
364,664.0,0.0
106,569.0,0.0
92,569.0,0.0
169,323.0,0.0
346,703.0,0.0
250,398.0,0.0
210,398.0,0.0
258,398.0,0.0
252,398.0,0.0
295,398.0,0.0
545,323.0,0.0
229,323.0,0.0
50,492.0,0.0
55,492.0,0.0
380,586.0,5.0
446,586.0,0.0
33,586.0,0.0
185,569.0,0.0
636,645.0,0.0
14,251.0,0.0
395,904.0,0.0
7,251.0,0.0
70,410.0,0.0
33,82.0,0.0
14,140.0,0.0
14,82.0,0.0
6,105.0,0.0
5,151.0,0.0
5,189.0,0.0
6,189.0,0.0
23,76.0,0.0
6,76.0,0.0
27,76.0,0.0
18,76.0,0.0
29,115.0,0.0
9,76.0,0.0
13,76.0,0.0
7,76.0,0.0
94,389.0,0.0
188,379.0,0.0
182,379.0,0.0
197,379.0,0.0
446,307.0,0.0
15,338.0,0.0
9,376.0,0.0
43,376.0,0.0
164,166.0,0.0
27,32.0,0.0
236,379.0,0.0
76,376.0,0.0
66,376.0,0.0
232,398.0,0.0
72,376.0,0.0
70,376.0,0.0
64,376.0,0.0
69,376.0,0.0
68,376.0,0.0
192,441.0,0.0
174,379.0,0.0
17,99.0,0.0
836,933.0,0.0
15,93.0,0.0
188,679.0,0.0
73,233.0,0.0
425,307.0,0.0
48,65.0,0.0
364,569.0,0.0
8,76.0,0.0
31,76.0,0.0
24,76.0,0.0
36,76.0,0.0
30,115.0,0.0
25,32.0,0.0
15,38.0,0.0
48,233.0,0.0
7,151.0,0.0
8,265.0,0.0
2,151.0,0.0
4,151.0,0.0
386,537.0,0.0
62,756.0,0.0
4,189.0,0.0
7,265.0,0.0
357,307.0,0.0
73,267.0,0.0
291,305.0,0.0
125,267.0,0.0
41,376.0,0.0
586,645.0,0.0
605,334.0,0.0
311,703.0,0.0
17,115.0,0.0
442,367.0,0.0
89,300.0,0.0
31,38.0,0.0
164,233.0,0.0
8,38.0,0.0
43,115.0,0.0
13,38.0,0.0
245,300.0,0.0
392,367.0,0.0
146,300.0,0.0
447,367.0,0.0
632,703.0,0.0
326,531.0,0.0
146,531.0,0.0
238,664.0,0.0
115,410.0,0.0
191,445.0,0.0
214,531.0,0.0
201,531.0,0.0
72,410.0,0.0
273,615.0,0.0
185,445.0,0.0
71,492.0,0.0
171,615.0,0.0
154,615.0,0.0
689,1382.0,0.0
116,402.0,0.0
505,1005.0,0.0
55,402.0,0.0
240,398.0,0.0
369,703.0,0.0
93,402.0,0.0
592,1256.0,0.0
326,668.0,0.0
193,305.0,5.0
798,820.0,5.0
183,305.0,4.0
438,683.0,5.0
566,645.0,5.0
144,1005.0,5.0
342,615.0,0.0
317,754.0,0.0
63,258.0,4.0
55,258.0,4.0
185,305.0,5.0
429,888.0,4.5
598,1328.0,5.0
590,1172.0,0.0
413,586.0,5.0
95,1172.0,0.0
160,379.0,0.0
1252,1170.0,5.0
262,754.0,5.0
857,820.0,5.0
637,752.0,4.5
406,1005.0,5.0
608,586.0,5.0
27,234.0,0.0
47,164.0,4.0
33,164.0,0.0
31,323.0,5.0
697,752.0,5.0
920,1005.0,0.0
383,754.0,0.0
262,469.0,5.0
333,664.0,5.0
96,305.0,0.0
941,1003.0,5.0
304,512.0,5.0
267,664.0,5.0
20,200.0,5.0
61,402.0,4.0
38,301.0,0.0
263,930.0,0.0
359,668.0,0.0
345,797.0,0.0
65,201.0,0.0
572,820.0,4.5
36,301.0,0.0
62,197.0,0.0
93,410.0,0.0
153,234.0,0.0
300,615.0,3.0
31,164.0,5.0
262,586.0,0.0
806,702.0,5.0
103,305.0,0.0
236,469.0,0.0
461,854.0,0.0
137,305.0,0.0
519,797.0,4.0
106,1172.0,0.0
79,1172.0,0.0
170,500.0,0.0
526,799.0,0.0
385,323.0,5.0
93,305.0,0.0
139,305.0,0.0
303,1063.0,5.0
712,468.0,5.0
507,586.0,0.0
450,586.0,4.5
296,468.0,5.0
281,586.0,5.0
393,234.0,0.0
97,323.0,0.0
225,234.0,0.0
17,187.0,4.0
335,410.0,4.5
42,200.0,5.0
167,305.0,5.0
323,904.0,0.0
289,434.0,5.0
211,267.0,0.0
162,227.0,0.0
419,468.0,0.0
375,569.0,0.0
360,569.0,0.0
176,192.0,0.0
172,192.0,0.0
133,192.0,0.0
67,115.0,0.0
555,691.0,0.0
223,300.0,0.0
105,233.0,0.0
131,334.0,0.0
368,615.0,5.0
501,683.0,5.0
452,854.0,0.0
296,445.0,5.0
250,569.0,0.0
321,668.0,4.0
158,333.0,5.0
244,569.0,5.0
340,615.0,0.0
427,683.0,4.5
422,575.0,5.0
160,469.0,0.0
310,492.0,4.0
323,1008.0,0.0
59,468.0,0.0
414,683.0,5.0
461,683.0,5.0
17,323.0,5.0
186,703.0,0.0
318,561.1772658948262,4.0
115,501.0,4.5
40,502.0,5.0
59,402.0,0.0
135,410.0,0.0
748,1206.0,0.0
475,668.0,4.5
279,492.0,5.0
276,754.0,5.0
434,683.0,5.0
67,76.0,0.0
127,585.0,5.0
429,569.0,0.0
65,342.0,0.0
49,301.0,0.0
723,702.0,0.0
318,664.0,5.0
457,586.0,0.0
450,668.0,0.0
122,305.0,0.0
18,352.0,0.0
73,402.0,5.0
160,410.0,0.0
4,65.0,0.0
376,668.0,0.0
158,305.0,5.0
297,468.0,5.0
623,930.0,4.5
316,492.0,5.0
115,305.0,0.0
336,492.0,4.5
523,820.0,0.0
340,569.0,5.0
55,402.0,5.0
505,713.0,0.0
541,645.0,0.0
85,233.0,0.0
349,377.0,5.0
383,586.0,5.0
326,703.0,0.0
338,615.0,0.0
296,615.0,0.0
284,501.0,0.0
347,904.0,5.0
375,586.0,0.0
187,305.0,5.0
89,305.0,0.0
86,328.0,0.0
271,305.0,4.5
502,645.0,4.5
491,888.0,4.5
311,615.0,0.0
262,417.0,5.0
219,266.0,5.0
298,492.0,4.0
406,754.0,4.5
4,65.0,3.5
302,492.0,4.5
93,187.0,0.0
89,266.0,4.5
507,820.0,0.0
379,904.0,4.5
108,115.0,0.0
130,115.0,0.0
68,300.0,0.0
145,441.0,0.0
188,230.0,0.0
351,401.0,0.0
177,233.0,0.0
165,334.0,0.0
108,233.0,0.0
525,820.0,0.0
34,234.0,0.0
273,398.0,0.0
3,117.0,0.0
594,820.0,0.0
484,575.0,5.0
47,615.0,4.5
981,703.0,0.0
91,500.0,0.0
246,410.0,4.0
794,957.0,5.0
76,258.0,5.0
438,683.0,0.0
27,187.0,0.0
150,439.0,0.0
26,82.0,0.0
32,129.0,0.0
308,268.0,0.0
37,152.0,0.0
12,105.0,0.0
13,105.0,0.0
33,129.0,0.0
71,76.0,0.0
36,152.0,0.0
16,93.0,0.0
3,93.0,0.0
202,166.0,0.0
32,152.0,0.0
26,117.0,0.0
18,187.0,0.0
160,657.0,0.0
353,468.0,0.0
14,384.0,0.0
6,384.0,0.0
15,384.0,0.0
69,115.0,0.0
69,233.0,0.0
27,82.0,0.0
10,105.0,0.0
4,93.0,0.0
735,420.0,0.0
122,441.0,0.0
118,233.0,0.0
42,112.0,0.0
92,389.0,0.0
7,376.0,0.0
111,233.0,0.0
145,300.0,0.0
271,367.0,0.0
171,305.0,0.0
295,367.0,0.0
70,115.0,0.0
194,531.0,0.0
140,854.0,0.0
579,410.0,0.0
219,445.0,5.0
254,911.0,4.5
232,513.0,0.0
71,234.0,5.0
293,653.0,0.0
93,266.0,3.0
98,266.0,0.0
459,645.0,0.0
436,1005.0,0.0
187,417.0,0.0
422,645.0,0.0
98,323.0,0.0
124,323.0,0.0
73,469.0,5.0
443,645.0,3.0
342,434.0,0.0
421,668.0,5.0
1203,1005.0,0.0
252,569.0,4.5
426,323.0,0.0
132,410.0,0.0
415,468.0,0.0
74,500.0,0.0
775,836.0,0.0
14,163.0,0.0
170,452.0,0.0
345,398.0,5.0
747,691.0,0.0
93,835.0,0.0
74,113.0,0.0
198,367.0,0.0
76,153.0,0.0
511,820.0,0.0
251,643.0,0.0
123,300.0,0.0
156,300.0,0.0
35,166.0,0.0
423,703.0,0.0
550,367.0,0.0
60,301.0,0.0
113,200.0,0.0
84,233.0,0.0
70,267.0,0.0
62,267.0,0.0
154,382.0,0.0
443,307.0,0.0
543,307.0,0.0
13,384.0,0.0
131,384.0,0.0
22,154.0,0.0
610,844.0,0.0
80,113.0,0.0
45,233.0,0.0
167,233.0,0.0
491,334.0,0.0
153,233.0,0.0
25,132.0,0.0
449,367.0,0.0
330,367.0,0.0
92,113.0,0.0
24,265.0,0.0
15,265.0,0.0
412,664.0,0.0
290,531.0,0.0
432,410.0,0.0
287,398.0,0.0
300,1138.0,0.0
140,873.0,0.0
120,797.0,0.0
34,93.0,0.0
209,493.0,0.0
92,553.0,0.0
1,82.0,0.0
5,82.0,0.0
2,82.0,0.0
35,93.0,0.0
274,410.0,0.0
164,493.0,4.5
75,200.0,0.0
1,32.0,0.0
177,267.0,0.0
4,132.0,0.0
6,211.0,0.0
4,164.0,0.0
233,401.0,0.0
324,502.0,0.0
197,434.0,0.0
58,115.0,0.0
28,117.0,0.0
4,82.0,0.0
10,82.0,0.0
11,93.0,0.0
15,82.0,0.0
19,93.0,0.0
3,82.0,0.0
20,93.0,0.0
27,93.0,0.0
23,93.0,0.0
9,82.0,0.0
26,93.0,0.0
8,82.0,0.0
22,93.0,0.0
109,334.0,0.0
21,93.0,0.0
29,93.0,0.0
28,164.0,0.0
59,300.0,0.0
8,117.0,0.0
25,93.0,0.0
40,117.0,0.0
31,93.0,0.0
230,351.0,0.0
337,668.0,5.0
149,233.0,0.0
112,233.0,5.0
118,233.0,5.0
134,500.0,0.0
3,112.0,0.0
420,668.0,0.0
106,233.0,5.0
149,233.0,5.0
327,668.0,0.0
120,233.0,0.0
120,233.0,5.0
3,164.0,0.0
8,140.0,0.0
10,140.0,0.0
198,398.0,0.0
140,422.0,0.0
4,46.0,0.0
49,99.0,0.0
55,164.0,0.0
130,468.0,5.0
7,200.0,0.0
371,668.0,0.0
8,251.0,0.0
116,469.0,0.0
53,469.0,0.0
26,164.0,0.0
25,164.0,0.0
22,164.0,0.0
5,164.0,0.0
436,837.0,0.0
316,566.0,0.0
2,164.0,0.0
12,82.0,0.0
6,63.0,0.0
4,63.0,0.0
1,63.0,0.0
185,703.0,0.0
196,379.0,0.0
330,837.0,0.0
613,1004.0,0.0
497,837.0,0.0
9,200.0,0.0
8,200.0,0.0
312,725.0,0.0
295,725.0,0.0
346,492.0,0.0
15,164.0,0.0
22,184.0,0.0
10,23.0,0.0
441,668.0,0.0
141,233.0,0.0
361,668.0,0.0
183,468.0,0.0
137,233.0,0.0
386,668.0,5.0
2,46.0,0.0
1,46.0,0.0
3,46.0,0.0
19,184.0,0.0
365,668.0,0.0
392,668.0,5.0
434,668.0,0.0
72,342.0,0.0
32,233.0,0.0
10,93.0,0.0
213,1005.0,0.0
12,234.0,0.0
237,702.0,0.0
235,501.0,0.0
454,670.0,0.0
425,670.0,0.0
1,164.0,0.0
589,668.0,5.0
450,668.0,5.0
650,836.0,0.0
61,258.0,0.0
62,378.0,0.0
337,799.0,5.0
82,410.0,5.0
114,652.0,4.5
24,561.1772658948262,4.5
242,754.0,4.5
67,342.0,4.5
75,615.0,4.5
8,316.0,4.5
62,323.0,4.5
1571,1003.0,5.0
62,342.0,4.5
59,342.0,5.0
19,410.0,4.5
73,323.0,4.5
60,375.0,5.0
25,323.0,5.0
351,615.0,3.5
23,410.0,4.0
11,75.0,4.5
56,410.0,0.0
41,323.0,0.0
20,75.0,4.0
181,368.0,0.0
271,492.0,4.5
17,75.0,5.0
145,349.0,0.0
24,323.0,4.5
7,82.0,0.0
6,82.0,0.0
1,70.0,0.0
136,233.0,0.0
103,166.0,0.0
153,335.0,0.0
15,234.0,0.0
5,187.0,0.0
289,74.0,0.0
552,656.0,0.0
229,492.0,0.0
15,13.0,0.0
22,251.0,0.0
3,251.0,0.0
17,323.0,4.0
170,351.0,0.0
123,469.0,0.0
12,251.0,0.0
3,139.0,4.5
29,190.0,4.5
17,294.0,4.0
4,116.0,0.0
3,139.0,0.0
489,799.0,0.0
13,75.0,5.0
53,304.0,5.0
37,190.0,5.0
915,1093.0,0.0
4,139.0,0.0
5,100.0,0.0
14,357.0,3.0
102,379.0,0.0
53,410.0,0.0
3,139.0,5.0
366,586.0,0.0
7,234.0,0.0
9,500.0,0.0
99,379.0,0.0
18,323.0,0.0
219,398.0,0.0
58,13.0,5.0
58,375.0,4.5
189,166.0,0.0
339,134.0,0.0
3,139.0,4.0
9,76.0,4.5
23,323.0,0.0
28,300.0,0.0
189,615.0,0.0
204,703.0,0.0
233,664.0,0.0
93,422.0,0.0
91,531.0,0.0
57,117.0,0.0
24,93.0,0.0
119,137.0,0.0
140,334.0,0.0
26,561.1772658948262,0.0
321,469.0,0.0
14,93.0,0.0
79,410.0,0.0
63,468.0,5.0
8,75.0,4.0
42,176.0,0.0
2,93.0,0.0
7,93.0,0.0
8,93.0,0.0
44,176.0,0.0
83,367.0,0.0
265,410.0,0.0
87,531.0,0.0
12,74.0,4.5
212,703.0,0.0
11,13.0,0.0
9,93.0,0.0
18,93.0,0.0
59,137.0,0.0
23,116.0,0.0
23,116.0,5.0
31,266.0,5.0
298,493.0,0.0
139,703.0,0.0
100,379.0,0.0
26,105.0,0.0
58,468.0,5.0
169,553.0,5.0
3,74.0,0.0
5,13.0,0.0
342,904.0,0.0
3,151.0,0.0
139,166.0,0.0
9,116.0,0.0
8,116.0,0.0
5,117.0,0.0
7,116.0,0.0
30,99.0,0.0
12,75.0,0.0
144,166.0,0.0
53,99.0,0.0
164,163.0,0.0
131,200.0,0.0
119,200.0,0.0
118,267.0,0.0
78,573.0,0.0
82,133.0,0.0
72,133.0,0.0
158,335.0,0.0
7,164.0,0.0
181,351.0,0.0
21,351.0,0.0
11,82.0,0.0
31,233.0,0.0
16,94.0,0.0
140,531.0,0.0
4,251.0,0.0
249,501.0,0.0
2,13.0,0.0
20,75.0,5.0
3,65.0,4.0
4,500.0,0.0
78,410.0,0.0
173,531.0,0.0
502,445.0,5.0
485,166.0,0.0
165,367.0,0.0
157,164.0,0.0
18,323.0,5.0
19,323.0,0.0
172,351.0,0.0
37,190.0,1.0
175,703.0,0.0
98,233.0,4.0
50,234.0,5.0
583,645.0,0.0
136,703.0,0.0
12,75.0,4.5
9,75.0,0.0
692,938.0,0.0
200,547.0,0.0
67,468.0,5.0
37,410.0,0.0
10,13.0,0.0
32,34.0,4.0
230,478.0,5.0
13,323.0,5.0
61,200.0,0.0
111,305.0,0.0
401,936.0,5.0
37,119.0,4.0
178,703.0,0.0
8,132.0,3.5
151,267.0,0.0
43,76.0,0.0
251,384.0,0.0
3,65.0,0.0
38,384.0,0.0
39,384.0,0.0
226,384.0,0.0
91,267.0,0.0
19,233.0,0.0
58,233.0,0.0
47,141.0,0.0
235,367.0,0.0
78,99.0,0.0
158,267.0,0.0
111,267.0,0.0
24,99.0,0.0
257,469.0,0.0
43,164.0,0.0
131,300.0,0.0
39,132.0,0.0
176,233.0,0.0
9,32.0,0.0
5,47.0,0.0
1,47.0,0.0
86,99.0,0.0
72,267.0,0.0
3,47.0,0.0
4,47.0,0.0
7,47.0,0.0
6,47.0,0.0
236,200.0,0.0
554,568.0,0.0
249,493.0,0.0
7,65.0,0.0
